Row ID,Order ID,Order Date,Order Priority,Order Quantity,Sales,Discount,Ship Mode,Profit,Unit Price,Shipping Cost,Customer Name,Province,Region,Customer Segment,Product Category,Product Sub-Category,Product Name,Product Container,Product Base Margin,Ship Date,Customer Rating
4654,33152,2010-11-21,Critical,19,2569.6265,0.0,Regular Air,398.007 USD,155.99,8.99,Caroline Jumper,Quebec,Quebec,Corporate,Technology,Telephones and Communication,R280,Small Box,0.55,2010-11-23,Excellent
4662,33217,2009-03-12,High,20,1388.91,0.1,Regular Air,-229.87 USD,73.98,4.0,Dennis Kane,Quebec,Quebec,Small Business,Technology,Computer Peripherals,Keytronic French Keyboard,Small Box,0.79,2009-03-13,
4728,33666,2012-07-16,Not Specified,17,3801.27,0.02,Regular Air,-861.3033 USD,209.37,69.0,Theresa Swint,Quebec,Quebec,Home Office,Furniture,Tables,Hon 2111 Invitation™ Series Corner Table,Large Box,0.79,2012-07-18,
4781,33956,2012-01-19,Low,13,109.58,0.0,Regular Air,31.32 USD,7.59,4.0,Aaron Smayling,Quebec,Quebec,Small Business,Furniture,Office Furnishings,"Master Giant Foot® Doorstop, Safety Yellow",Wrap Bag,0.42,2012-01-21,
4790,34022,2012-11-03,Not Specified,6,43.9,0.06,Regular Air,12.74 USD,6.64,4.95,Jason Klamczynski,Quebec,Quebec,Small Business,Furniture,Office Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,Small Pack,0.37,2012-11-05,
4791,34022,2012-11-03,Not Specified,50,236.28,0.05,,-34.06 USD,4.91,3.05,Jason Klamczynski,Quebec,Quebec,Small Business,Furniture,Office Furnishings,Ultra Door Push Plate,Small Pack,0.52,2012-11-03,
4801,34148,2012-08-21,Critical,33,136.79,0.06,Regular Air,42.71 USD,4.13,0.99,Theresa Swint,Quebec,Quebec,Small Business,Office Supplies,Labels,Avery 491,Small Box,0.39,2012-08-22,Excellent
4808,34182,2012-10-17,Critical,31,336.34,0.05,Regular Air,-89.9 USD,10.52,7.94,Karen Ferguson,Quebec,Quebec,Home Office,Furniture,Office Furnishings,Ultra Door Pull Handle,Small Pack,0.52,2012-10-19,
4829,34337,2010-05-14,Medium,36,3610.85,0.04,Express Air,2235.37 USD,99.23,8.99,Bill Eplett,Quebec,Quebec,Corporate,Furniture,Office Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Small Pack,0.35,2010-05-15,
4866,34657,2010-05-05,Low,46,1396.75,0.04,Express Air,-75.7 USD,30.98,19.51,Fred Chung,Quebec,Quebec,Corporate,Office Supplies,Envelopes,Staples Colored Interoffice Envelopes,Small Box,0.36,2010-05-14,Excellent
4884,34727,2011-03-13,Low,20,159.71,0.1,Express Air,-114.4135 USD,8.04,8.94,Dorris Love,Quebec,Quebec,Corporate,Office Supplies,Binders and Binder Accessories,"Fellowes Twister Kit, Gray/Clear, 3/pkg",Small Box,0.4,2011-03-17,
4903,34882,2009-07-24,Critical,43,84.61,0.03,Regular Air,-15.0995 USD,1.88,1.49,Carol Triggs,Quebec,Quebec,Home Office,Office Supplies,Binders and Binder Accessories,Staples® General Use 3-Ring Binders,Small Box,0.37,2009-07-25,
4906,34916,2010-08-09,High,3,24.36,0.08,Express Air,10.04 USD,4.82,5.72,Theresa Swint,Quebec,Quebec,Consumer,Furniture,Office Furnishings,Magna Visual Magnetic Picture Hangers,Small Pack,0.47,2010-08-11,Excellent
4921,35041,2009-04-15,Not Specified,28,443.73,0.01,Regular Air,-200.859 USD,15.16,15.09,Jasper Cacioppo,Quebec,Quebec,Home Office,Office Supplies,Binders and Binder Accessories,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",Small Box,0.39,2009-04-15,
4965,35302,2010-06-07,Medium,6,188.44,0.09,Regular Air,17.57 USD,30.98,5.76,Dennis Kane,Quebec,Quebec,Small Business,Office Supplies,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",Small Box,0.4,2010-06-07,
5027,35841,2011-05-08,Medium,23,230.41,0.06,Regular Air,94.39 USD,9.9,1.39,Mathew Reese,Quebec,Quebec,Small Business,Office Supplies,Envelopes,#6 3/4 Gummed Flap White Envelopes,Small Box,0.37,2011-05-09,
5028,35841,2011-05-08,Medium,48,5163.0105,0.07,Regular Air,1448.325 USD,125.99,8.08,Mathew Reese,Quebec,Quebec,Small Business,Technology,Telephones and Communication,M3682,Small Box,0.57,2011-05-09,
5056,36065,2010-02-17,High,31,538.3,0.03,Regular Air,-63.98 USD,16.98,12.39,Dionis Lloyd,Quebec,Quebec,Small Business,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,Small Box,0.35,2010-02-17,
5098,36355,2009-12-02,Medium,6,129.5,0.02,Regular Air,65.49 USD,20.28,6.68,Anne Pryor,Quebec,Quebec,Home Office,Furniture,Office Furnishings,"Seth Thomas 8 1/2"" Cubicle Clock",Small Box,0.53,2009-12-02,Poor
5099,36355,2009-12-02,Medium,10,125.95,0.0,Regular Air,15.73 USD,11.55,2.36,Anne Pryor,Quebec,Quebec,Home Office,Office Supplies,Pens & Art Supplies,Newell 309,Wrap Bag,0.55,2009-12-03,
5100,36355,2009-12-02,Medium,43,90.93,0.05,Regular Air,-72.5 USD,2.08,2.56,Anne Pryor,Quebec,Quebec,Home Office,Office Supplies,"Scissors, Rulers and Trimmers",Kleencut® Forged Office Shears by Acme United Corporation,Small Pack,0.55,2009-12-03,
5104,36358,2009-05-13,Not Specified,28,865.35,0.06,Regular Air,-159.25 USD,30.42,8.65,Dorris Love,Quebec,Quebec,Corporate,Technology,Computer Peripherals,"Fellowes Internet Keyboard, Platinum",Small Box,0.74,2009-05-15,Poor
5105,36358,2009-05-13,Not Specified,22,823.07,0.02,Regular Air,318.25 USD,37.94,5.08,Dorris Love,Quebec,Quebec,Corporate,Office Supplies,Paper,"Snap-A-Way® Black Print Carbonless Ruled Speed Letter, Triplicate",Wrap Bag,0.38,2009-05-14,
5161,36739,2009-10-08,Not Specified,16,68.04,0.07,Regular Air,-55.522 USD,3.98,5.26,Pamela Stobb,Quebec,Quebec,Consumer,Office Supplies,Binders and Binder Accessories,Ibico Presentation Index for Binding Systems,Small Box,0.38,2009-10-10,Average
5165,36743,2012-09-08,Critical,3,26.13,0.1,Regular Air,-10.61 USD,7.59,4.0,Laurel Elliston,Quebec,Quebec,Home Office,Furniture,Office Furnishings,"Master Giant Foot® Doorstop, Safety Yellow",Wrap Bag,0.42,2012-09-09,
5224,37188,2012-03-04,Critical,24,132.02,0.04,Express Air,-123.28 USD,4.98,8.33,Carol Triggs,Quebec,Quebec,Home Office,Office Supplies,Paper,Xerox 198,Small Box,0.38,2012-03-05,
5257,37414,2011-09-09,Low,39,20596.58,0.09,,-1331.553366 USD,550.98,64.59,Ben Wallace,Quebec,Quebec,Home Office,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",Jumbo Box,0.66,2011-09-11,
5300,37734,2009-12-26,Critical,15,1393.39,0.08,Regular Air,84.15 USD,100.97,7.18,Mathew Reese,Quebec,Quebec,Small Business,Technology,Computer Peripherals,Gyration Ultra Cordless Optical Suite,Small Box,0.46,2009-12-27,
5301,37734,2009-12-26,Critical,42,601.52,0.0,Regular Air,171.98 USD,13.4,4.95,Mathew Reese,Quebec,Quebec,Small Business,Furniture,Office Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,Small Pack,0.37,2009-12-27,
5305,37763,2012-02-08,Not Specified,29,169.61,0.1,,-211.0595 USD,5.94,9.92,Alan Haines,Quebec,Quebec,Consumer,Office Supplies,Binders and Binder Accessories,Storex Dura Pro™ Binders,Small Box,0.38,2012-02-09,
5306,37763,2012-02-08,Not Specified,24,1247.9275,0.1,Regular Air,186.417 USD,65.99,2.5,Alan Haines,Quebec,Quebec,Consumer,Technology,Telephones and Communication,6190,Small Box,0.55,2012-02-09,
5324,37859,2009-03-30,Critical,2,29.03,0.01,Regular Air,-11.83 USD,11.34,5.01,Tom Stivers,Quebec,Quebec,Small Business,Office Supplies,Paper,Xerox 188,Small Box,0.36,2009-04-01,
5352,38048,2010-01-24,High,42,2252.262,0.1,Regular Air,478.107 USD,65.99,5.63,Ted Butterfield,Quebec,Quebec,Corporate,Technology,Telephones and Communication,2190,Small Box,0.56,2010-01-24,
5353,38048,2010-01-24,High,47,279.01,0.05,Regular Air,-136.84 USD,5.77,5.92,Ted Butterfield,Quebec,Quebec,Corporate,Furniture,Office Furnishings,DAX Cubicle Frames - 8x10,Medium Box,0.55,2010-01-25,
5386,38305,2011-04-30,Critical,21,2561.6705,0.08,Regular Air,88.767 USD,155.99,8.08,Michael Chen,Quebec,Quebec,Consumer,Technology,Telephones and Communication,300 Series Non-Flip,Small Box,0.6,2011-05-02,
5398,38371,2009-11-08,Not Specified,24,2004.4,0.05,Express Air,544.3 USD,83.1,6.13,Dennis Kane,Quebec,Quebec,Small Business,Technology,Computer Peripherals,"Micro Innovations Micro Digital Wireless Keyboard and Mouse, Gray",Small Box,0.45,2009-11-09,
5461,38789,2010-11-14,High,9,96.52,0.1,Regular Air,16.78 USD,10.64,5.16,Mathew Reese,Quebec,Quebec,Small Business,Furniture,Office Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",Small Box,0.57,2010-11-15,
5462,38789,2010-11-14,High,4,115.17,0.04,Delivery Truck,40.93 USD,23.99,15.68,Mathew Reese,Quebec,Quebec,Small Business,Furniture,Office Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",Jumbo Drum,0.62,2010-11-15,
5511,39076,2009-12-11,Critical,41,222.65,0.02,Regular Air,-131.16 USD,5.28,6.26,Tom Stivers,Quebec,Quebec,Corporate,Office Supplies,Paper,Xerox 1928,Small Box,0.4,2009-12-12,
5533,39173,2009-01-16,Critical,36,76.48,0.09,Regular Air,3.23 USD,2.18,0.78,Jason Klamczynski,Quebec,Quebec,Small Business,Office Supplies,Rubber Bands,Stockwell Push Pins,Wrap Bag,0.52,2009-01-18,
5534,39173,2009-01-16,Critical,2,373.27,0.05,Delivery Truck,-433.2901430000001 USD,179.29,29.21,Jason Klamczynski,Quebec,Quebec,Small Business,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",Jumbo Box,0.76,2009-01-18,
5557,39335,2009-05-25,Not Specified,24,113.23,0.06,Regular Air,-45.64 USD,4.77,2.39,Mitch Webber,Quebec,Quebec,Corporate,Technology,Computer Peripherals,"Imation Primaris 3.5"" 2HD Unformatted Diskettes, 10/Pack",Small Pack,0.72,2009-05-26,
5558,39335,2009-05-25,Not Specified,34,889.84,0.1,Regular Air,204.49 USD,27.18,8.23,Mitch Webber,Quebec,Quebec,Corporate,Office Supplies,Envelopes,"Tyvek ® Top-Opening Peel & Seel Envelopes, Plain White",Small Box,0.38,2009-05-27,
5605,39744,2009-07-06,Medium,6,63.61,0.01,Regular Air,7.59 USD,10.06,2.06,Anne Pryor,Quebec,Quebec,Consumer,Office Supplies,Paper,Riverleaf Stik-Withit® Designer Note Cubes®,Wrap Bag,0.39,2009-07-08,Average
5606,39744,2009-07-06,Medium,9,519.9535,0.0,,-107.987 USD,65.99,5.92,Anne Pryor,Quebec,Quebec,Consumer,Technology,Telephones and Communication,252,Small Box,0.55,2009-07-08,Excellent
5607,39744,2009-07-06,Medium,41,5636.3075,0.04,Regular Air,1595.673 USD,155.99,8.99,Anne Pryor,Quebec,Quebec,Consumer,Technology,Telephones and Communication,CF 688,Small Box,0.58,2009-07-07,
5638,39878,2011-03-05,Not Specified,50,7663.74,0.0,Delivery Truck,-375.3321000000001 USD,150.98,39.25,Sheri Gordon,Quebec,Quebec,Corporate,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables",Jumbo Box,0.75,2011-03-07,
5648,39972,2012-09-25,Not Specified,35,224.58,0.03,Regular Air,108.49 USD,6.3,0.5,Sheri Gordon,Quebec,Quebec,Corporate,Office Supplies,Labels,Avery 48,Small Box,0.39,2012-09-26,
5649,39972,2012-09-25,Not Specified,36,138.59,0.01,Regular Air,62.73 USD,3.69,0.5,Sheri Gordon,Quebec,Quebec,Corporate,Office Supplies,Labels,Avery 501,Small Box,0.38,2012-09-27,
5650,39972,2012-09-25,Not Specified,19,97.06,0.05,Regular Air,-7.36 USD,5.06,2.99,Sheri Gordon,Quebec,Quebec,Corporate,Office Supplies,Binders and Binder Accessories,Wilson Jones Standard D-Ring Binders,Small Box,0.38,2012-09-28,
5728,40643,2011-04-05,Critical,23,258.74,0.05,Regular Air,10.8 USD,11.58,5.72,Ben Wallace,Quebec,Quebec,Home Office,Office Supplies,Envelopes,"Peel & Seel® Recycled Catalog Envelopes, Brown",Small Box,0.35,2011-04-07,Excellent
5758,40870,2011-12-11,Critical,28,146.69,0.0,Regular Air,-64.05 USD,4.95,5.32,Justin MacKendrick,Quebec,Quebec,Corporate,Furniture,Office Furnishings,"Eldon® 300 Class™ Desk Accessories, Black",Small Box,0.41,2011-12-13,
5767,40934,2011-11-13,Not Specified,28,49.49,0.01,,-1.23 USD,1.76,0.7,Carol Triggs,Quebec,Quebec,Home Office,Office Supplies,Pens & Art Supplies,Newell 326,Wrap Bag,0.56,2011-11-14,Poor
5768,40934,2011-11-13,Not Specified,11,404.1495,0.07,Regular Air,-107.503 USD,45.99,4.99,Carol Triggs,Quebec,Quebec,Home Office,Technology,Telephones and Communication,600 Series Non-Flip,Small Box,0.57,2011-11-15,
5844,41472,2010-01-23,Low,48,280.87,0.01,Express Air,-214.153 USD,5.38,7.57,Helen Wasserman,Quebec,Quebec,Home Office,Office Supplies,Binders and Binder Accessories,"Acco PRESSTEX® Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",Small Box,0.36,2010-01-30,
5901,41830,2012-02-17,Low,42,5361.08,0.0,Delivery Truck,1841.92 USD,120.97,26.3,Deirdre Greer,Quebec,Quebec,Home Office,Technology,Office Machines,Canon S750 Color Inkjet Printer,Jumbo Drum,0.38,2012-02-24,
5939,42144,2009-11-12,Medium,10,670.03,0.01,Express Air,-326.47 USD,64.65,35.0,Anne Pryor,Quebec,Quebec,Consumer,Office Supplies,Storage & Organization,Space Solutions Commercial Steel Shelving,Large Box,0.8,2009-11-14,
5989,42439,2010-06-19,Not Specified,28,164.5,0.01,Regular Air,62.68 USD,5.84,1.0,Pamela Stobb,Quebec,Quebec,Consumer,Office Supplies,Pens & Art Supplies,"Quartet Omega® Colored Chalk, 12/Pack",Wrap Bag,0.38,2010-06-20,
6037,42758,2012-11-10,Critical,12,1769.74,0.07,Regular Air,-333.69 USD,152.48,4.0,Nora Price,Quebec,Quebec,Home Office,Technology,Computer Peripherals,Adesso Programmable 142-Key Keyboard,Small Box,0.79,2012-11-12,
6057,42918,2011-05-22,High,38,468.95,0.02,Express Air,-2.3805 USD,11.5,7.19,Logan Haushalter,Quebec,Quebec,Corporate,Office Supplies,Binders and Binder Accessories,Ibico Covers for Plastic or Wire Binding Elements,Small Box,0.4,2011-05-24,
6064,42950,2010-08-22,High,38,1142.485,0.09,,303.399 USD,35.99,1.25,Theresa Swint,Quebec,Quebec,Small Business,Technology,Telephones and Communication,Accessory13,Small Pack,0.57,2010-08-23,
6065,42951,2012-09-16,Critical,20,2104.991,0.09,Regular Air,165.447 USD,125.99,8.8,Toby Carlisle,Quebec,Quebec,Home Office,Technology,Telephones and Communication,StarTAC 6500,Small Box,0.59,2012-09-18,
6094,43172,2009-07-03,Low,19,28.34,0.09,Regular Air,1.68 USD,1.48,0.7,Liz Willingham,Quebec,Quebec,Corporate,Office Supplies,Rubber Bands,Binder Clips by OIC,Wrap Bag,0.37,2009-07-05,
6108,43270,2012-09-01,Critical,35,343.92,0.06,,154.54 USD,10.35,0.99,Sarah Brown,Quebec,Quebec,Consumer,Office Supplies,Labels,Avery 503,Small Box,0.37,2012-09-03,
6168,43745,2010-11-01,Low,43,2433.53,0.02,Regular Air,946.7 USD,54.48,0.99,Laurel Elliston,Quebec,Quebec,Corporate,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster™ Power Centers,Small Box,0.57,2010-11-01,
6169,43745,2010-11-01,Low,26,1368.03,0.04,Regular Air,27.51 USD,50.98,6.5,Laurel Elliston,Quebec,Quebec,Corporate,Technology,Computer Peripherals,Microsoft Natural Multimedia Keyboard,Small Box,0.73,2010-11-03,
6170,43745,2010-11-01,Low,41,260.64,0.08,Regular Air,-106.21 USD,6.68,6.15,Laurel Elliston,Quebec,Quebec,Corporate,Office Supplies,Paper,Xerox 1968,Small Box,0.37,2010-11-03,
6171,43745,2010-11-01,Low,32,1250.4264999999998,0.02,Regular Air,303.3 USD,45.99,2.5,Laurel Elliston,Quebec,Quebec,Corporate,Technology,Telephones and Communication,T61,Small Box,0.56,2010-11-01,
6175,43779,2009-08-21,High,20,3878.49,0.09,Regular Air,1397.86 USD,209.84,21.21,Lindsay Castell,Quebec,Quebec,Corporate,Furniture,Office Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,Large Box,0.59,2009-08-24,Poor
6198,43907,2012-07-18,Critical,42,1392.77,0.0,Delivery Truck,-1981.551 USD,31.76,45.51,Anne Pryor,Quebec,Quebec,Corporate,Furniture,Tables,Hon iLevel™ Computer Training Table,Jumbo Box,0.65,2012-07-20,
6204,43940,2010-02-21,Critical,12,1940.21,0.09,Regular Air,-215.336 USD,200.99,4.2,Anne Pryor,Quebec,Quebec,Consumer,Technology,Telephones and Communication,2160i,Small Box,0.59,2010-02-22,
6218,44036,2012-01-11,High,40,250.13,0.01,Express Air,61.97 USD,5.84,1.2,Alan Haines,Quebec,Quebec,Consumer,Office Supplies,Pens & Art Supplies,Newell 312,Wrap Bag,0.55,2012-01-13,Poor
6241,44225,2009-04-03,High,29,1958.32,0.0,Regular Air,632.29 USD,62.18,10.84,Nora Price,Quebec,Quebec,Small Business,Furniture,Office Furnishings,Deflect-o Glass Clear Studded Chair Mats,Medium Box,0.63,2009-04-05,
6265,44352,2009-09-15,Not Specified,25,81.76,0.06,Regular Air,8.53 USD,3.29,1.35,Jeremy Farry,Quebec,Quebec,Small Business,Office Supplies,Rubber Bands,Acco® Hot Clips™ Clips to Go,Wrap Bag,0.4,2009-09-17,
6287,44487,2009-09-11,Critical,37,558.77,0.03,Regular Air,-92.87 USD,15.14,4.53,Helen Wasserman,Quebec,Quebec,Corporate,Office Supplies,Storage & Organization,Eldon® Gobal File Keepers,Small Box,0.81,2009-09-13,
6325,44775,2009-09-29,Medium,29,209.3,0.07,Express Air,30.49 USD,7.08,2.35,Dennis Kane,Quebec,Quebec,Small Business,Office Supplies,Pens & Art Supplies,SANFORD Major Accent™ Highlighters,Wrap Bag,0.47,2009-09-30,
6511,46337,2012-04-27,Low,34,61.45,0.06,Regular Air,0.62 USD,1.76,0.7,Liz Willingham,Quebec,Quebec,Corporate,Office Supplies,Pens & Art Supplies,Newell 326,Wrap Bag,0.56,2012-05-02,
6547,46562,2011-02-12,Not Specified,35,5407.9,0.01,Delivery Truck,-352.789866 USD,145.98,46.2,Anne Pryor,Quebec,Quebec,Home Office,Furniture,Tables,Bevis Rectangular Conference Tables,Jumbo Box,0.69,2011-02-14,
6552,46597,2009-12-31,Not Specified,47,8216.592999999999,0.01,Regular Air,2463.462 USD,195.99,8.99,Michael Chen,Quebec,Quebec,Consumer,Technology,Telephones and Communication,T28 WORLD,Small Box,0.6,2009-12-31,
6553,46597,2009-12-31,Not Specified,10,130.36,0.06,Regular Air,2.431 USD,12.95,4.98,Michael Chen,Quebec,Quebec,Consumer,Office Supplies,Binders and Binder Accessories,GBC Binding covers,Small Box,0.4,2010-01-02,
6554,46597,2009-12-31,Not Specified,1,200.57,0.0,Delivery Truck,-83.63 USD,122.99,70.2,Michael Chen,Quebec,Quebec,Consumer,Furniture,Chairs & Chairmats,"Global High-Back Leather Tilter, Burgundy",Jumbo Drum,0.74,2010-01-02,
6592,46916,2011-10-03,High,40,115.51,0.0,Regular Air,5.54 USD,2.78,0.97,Nora Price,Quebec,Quebec,Home Office,Office Supplies,Pens & Art Supplies,Newell 339,Wrap Bag,0.59,2011-10-05,
6813,48487,2010-01-11,Low,27,360.7,0.0,Regular Air,146.166 USD,12.97,1.49,Carol Triggs,Quebec,Quebec,Home Office,Office Supplies,Binders and Binder Accessories,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",Small Box,0.35,2010-01-13,
6850,48774,2012-08-09,High,31,7323.78,0.04,Delivery Truck,573.55 USD,243.98,62.94,Dionis Lloyd,Quebec,Quebec,Small Business,Furniture,Chairs & Chairmats,Hon Deluxe Fabric Upholstered Stacking Chairs,Jumbo Drum,0.57,2012-08-11,
6951,49666,2009-08-06,Low,46,259.25,0.1,Express Air,-64.03 USD,5.68,3.6,Jasper Cacioppo,Quebec,Quebec,Home Office,Office Supplies,"Scissors, Rulers and Trimmers",Acme® Preferred Stainless Steel Scissors,Small Pack,0.56,2009-08-10,
6976,49831,2010-08-23,Critical,18,274.32,0.01,Regular Air,-58.24 USD,15.14,4.53,Brenda Bowman,Quebec,Quebec,Small Business,Office Supplies,Storage & Organization,Eldon® Gobal File Keepers,Small Box,0.81,2010-08-25,
6982,49892,2011-02-10,Low,26,171.14,0.02,Regular Air,-1172.75 USD,4.48,49.0,Bill Eplett,Quebec,Quebec,Corporate,Office Supplies,Appliances,Hoover Portapower™ Portable Vacuum,Large Box,0.6,2011-02-10,
7001,49988,2010-12-20,High,43,7731.09,0.0,Regular Air,-222.17 USD,167.27,35.0,Helen Wasserman,Quebec,Quebec,Home Office,Office Supplies,Storage & Organization,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,Large Box,0.85,2010-12-23,
7002,49988,2010-12-20,High,33,10162.576,0.08,Delivery Truck,-969.048366 USD,400.98,42.52,Helen Wasserman,Quebec,Quebec,Home Office,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture,Jumbo Box,0.71,2010-12-22,
7003,49988,2010-12-20,High,33,5834.6465,0.01,Regular Air,1619.658 USD,205.99,2.79,Helen Wasserman,Quebec,Quebec,Home Office,Technology,Telephones and Communication,ELITE Series,Small Box,0.58,2010-12-23,
7049,50308,2012-10-18,Low,19,86.48,0.1,Regular Air,33.58 USD,4.91,0.5,Liz Willingham,Quebec,Quebec,Home Office,Office Supplies,Labels,Avery 508,Small Box,0.36,2012-10-25,
7104,50692,2010-09-17,High,28,327.95,0.0,Regular Air,43.6815 USD,10.98,5.14,Shirley Schmidt,Quebec,Quebec,Corporate,Office Supplies,Binders and Binder Accessories,GBC Imprintable Covers,Small Box,0.36,2010-09-19,
7105,50692,2010-09-17,High,47,5606.91,0.06,Delivery Truck,-300.854983 USD,124.49,51.94,Shirley Schmidt,Quebec,Quebec,Corporate,Furniture,Tables,Bevis 36 x 72 Conference Tables,Jumbo Box,0.63,2010-09-19,
7107,50725,2010-11-23,Medium,1,129.88,0.1,Delivery Truck,-89.9 USD,110.98,30.0,Muhammed Yedwab,Quebec,Quebec,Consumer,Furniture,Chairs & Chairmats,Office Star Flex Back Scooter Chair with White Frame,Jumbo Drum,0.71,2010-11-24,Average
7146,50982,2012-04-16,High,23,86.53,0.05,Regular Air,35.62 USD,3.75,0.5,Clay Ludtke,Quebec,Quebec,Consumer,Office Supplies,Labels,Avery 510,Small Box,0.37,2012-04-17,
7211,51463,2011-12-17,Low,4,28.34,0.01,Regular Air,-18.55 USD,4.98,7.44,Liz Willingham,Quebec,Quebec,Corporate,Office Supplies,Paper,Xerox 1922,Small Box,0.36,2011-12-26,Excellent
7212,51463,2011-12-17,Low,7,405.3395,0.01,Express Air,-147.884 USD,65.99,3.9,Liz Willingham,Quebec,Quebec,Corporate,Technology,Telephones and Communication,StarTAC Series,Small Box,0.55,2011-12-17,
7279,51943,2009-04-24,High,11,113.19,0.04,Regular Air,-53.25 USD,9.06,9.86,Dorris Love,Quebec,Quebec,Home Office,Office Supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes,Small Box,0.4,2009-04-25,
7280,51943,2009-04-24,High,13,196.04,0.04,Regular Air,2.125 USD,14.27,7.27,Dorris Love,Quebec,Quebec,Home Office,Office Supplies,Binders and Binder Accessories,"GBC Laser Imprintable Binding System Covers, Desert Sand",Small Box,0.38,2009-04-25,Average
7281,51943,2009-04-24,High,28,140.02,0.03,Regular Air,66.71 USD,4.91,0.5,Dorris Love,Quebec,Quebec,Home Office,Office Supplies,Labels,Avery 508,Small Box,0.36,2009-04-27,
7299,52039,2012-08-02,Critical,48,2006.38,0.0,Regular Air,840.46 USD,40.98,1.99,Justin MacKendrick,Quebec,Quebec,Corporate,Technology,Computer Peripherals,"Imation Printable White 80 Minute CD-R Spindle, 50/Pack",Small Pack,0.44,2012-08-04,
7336,52290,2012-05-21,Low,7,1134.05,0.08,Regular Air,149.498 USD,172.99,19.99,Dennis Kane,Quebec,Quebec,Small Business,Office Supplies,Binders and Binder Accessories,Ibico EB-19 Dual Function Manual Binding System,Small Box,0.39,2012-05-25,
7337,52290,2012-05-21,Low,28,1470.0495,0.1,Regular Air,185.94 USD,65.99,4.99,Dennis Kane,Quebec,Quebec,Small Business,Technology,Telephones and Communication,T193,Small Box,0.57,2012-05-30,
7362,52480,2010-07-27,Not Specified,47,1020.88,0.08,Regular Air,173.94 USD,22.72,8.99,Anne Pryor,Quebec,Quebec,Home Office,Furniture,Office Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Small Pack,0.44,2010-07-29,
7372,52519,2012-04-29,High,6,120.38,0.09,Regular Air,-29.77 USD,20.48,6.32,Bill Eplett,Quebec,Quebec,Corporate,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,Small Box,0.58,2012-05-01,
7462,53248,2010-10-29,Critical,7,2423.06,0.06,Delivery Truck,-94.26560000000002 USD,348.21,40.19,Brenda Bowman,Quebec,Quebec,Home Office,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,Jumbo Box,0.62,2010-10-30,
7481,53411,2011-11-29,Critical,25,667.64,0.08,Regular Air,-57.53 USD,27.48,4.0,Brenda Bowman,Quebec,Quebec,Small Business,Technology,Computer Peripherals,Belkin MediaBoard 104- Keyboard,Small Box,0.75,2011-11-30,Excellent
7524,53730,2012-12-29,High,40,181.8,0.05,Regular Air,-144.739 USD,4.54,5.83,Shirley Schmidt,Quebec,Quebec,Corporate,Office Supplies,Binders and Binder Accessories,"Avery® Durable Plastic 1"" Binders",Small Box,0.36,2012-12-30,
7550,54020,2012-01-31,Low,35,648.58,0.05,Regular Air,182.63 USD,18.97,5.21,Jennifer Ferguson,Quebec,Quebec,Corporate,Office Supplies,Paper,Xerox 1887,Small Box,0.37,2012-02-04,Excellent
7551,54020,2012-01-31,Low,43,270.56,0.09,Regular Air,-140.48 USD,6.48,6.86,Jennifer Ferguson,Quebec,Quebec,Corporate,Office Supplies,Paper,Xerox 204,Small Box,0.37,2012-02-05,
7596,54368,2011-11-01,Not Specified,31,233.2,0.04,Regular Air,-48.07 USD,7.64,5.83,Kimberly Carter,Quebec,Quebec,Small Business,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Wrap Bag,0.36,2011-11-03,
7597,54368,2011-11-01,Not Specified,16,79.53,0.08,Regular Air,-48.55 USD,4.98,5.49,Kimberly Carter,Quebec,Quebec,Small Business,Office Supplies,Paper,Xerox 1952,Small Box,0.38,2011-11-02,
7640,54721,2012-10-18,Not Specified,19,2002.4,0.0,Delivery Truck,151.09 USD,100.98,26.22,Liz Willingham,Quebec,Quebec,Corporate,Furniture,Bookcases,Hon 4-Shelf Metal Bookcases,Jumbo Box,0.6,2012-10-19,
