Order Date,Order Priority,Order Quantity,Sales,Discount,Ship Mode,Profit,Customer Name,Province,Region,Customer Segment,Product Category,Product Sub-Category,Product Name,Product Container,Product Base Margin,Ship Date,Shipping Cost (log),Unit Price (log)
2009-10-05,High,27.0,63.71,0.01,Regular Air,-96.03,Chad Sievert,Nova Scotia,Atlantic,Corporate,Furniture,Office Furnishings,Eldon® Wave Desk Accessories,Small Box,0.43,2009-10-05,1.8453002361560848,1.1249295969854831
2011-08-09,Not Specified,2.0,14.39,0.07,Regular Air,-10.24,Naresj Patel,Ontario,Ontario,Small Business,Office Supplies,Rubber Bands,"Advantus Push Pins, Aluminum Head",Wrap Bag,0.54,2011-08-10,1.4747630091074988,1.918392120161421
2011-01-04,Critical,33.0,378.6,0.08,Regular Air,12.7245,Kean Nguyen,Ontario,Ontario,Corporate,Office Supplies,Binders and Binder Accessories,Fellowes Binding Cases,Small Box,0.4,2011-01-06,1.891604804197771,2.5416019934645457
2010-04-25,High,45.0,322.8,0.06,Regular Air,53.15,Christopher Martinez,British Columbia,West,Small Business,Office Supplies,Pens & Art Supplies,SANFORD Major Accent™ Highlighters,Wrap Bag,0.47,2010-04-27,1.208960345836975,2.089391872533004
2011-12-03,Low,7.0,15.61,0.03,Regular Air,-5.1865,Denise Monton,Saskachewan,Prarie,Home Office,Office Supplies,Binders and Binder Accessories,Round Ring Binders,Small Box,0.38,2011-12-05,0.9122827104766162,1.1249295969854831
2010-09-19,Medium,29.0,965.82,0.09,Regular Air,169.15,Eugene Moren,British Columbia,West,Home Office,Technology,Computer Peripherals,Logitech Cordless Keyboard,Small Box,0.49,2010-09-20,1.8718021769015913,3.5832411220909393
2012-02-15,Low,13.0,542.6,0.03,Regular Air,118.4,Erin Ashbrook,Ontario,Ontario,Consumer,Technology,Computer Peripherals,"Imation Printable White 80 Minute CD-R Spindle, 50/Pack",Small Pack,0.44,2012-02-15,1.095273387402595,3.7371933143924867
2010-03-21,Medium,15.0,30.38,0.08,Regular Air,-59.179,George Bell,Ontario,Ontario,Corporate,Office Supplies,Binders and Binder Accessories,Wilson Jones Easy Flow II™ Sheet Lifters,Small Box,0.37,2010-03-22,1.7561322915849038,1.0296194171811583
2012-10-19,Not Specified,2.0,132.96,0.05,Regular Air,-61.8815,Pauline Chand,Ontario,Ontario,Corporate,Office Supplies,Binders and Binder Accessories,GBC Recycled Regency Composition Covers,Small Box,0.39,2012-10-21,2.423917378161571,4.107260787488647
2010-09-19,Medium,9.0,89.55,0.06,Regular Air,-375.64,Jim Radford,Nunavut,Nunavut,Corporate,Office Supplies,Appliances,Hoover Portapower™ Portable Vacuum,Large Box,0.6,2010-09-21,3.912023005428146,1.7011051009599243
2011-08-07,Medium,34.0,937.04,0.08,Regular Air,391.6035,Jack Lebron,Prince Edward Island,Atlantic,Corporate,Office Supplies,Binders and Binder Accessories,Lock-Up Easel 'Spel-Binder',Small Box,0.38,2011-08-08,0.9122827104766162,3.3854066957558313
2009-05-25,High,23.0,72.93,0.01,Regular Air,28.55,Denise Leinenbach,Nova Scotia,Atlantic,Home Office,Office Supplies,Labels,Self-Adhesive Removable Labels,Small Box,0.37,2009-05-27,0.3987761199573678,1.423108334242607
2010-04-12,Low,9.0,495.1,0.04,Regular Air,110.36,Arthur Prichep,Ontario,Ontario,Home Office,Office Supplies,Paper,Xerox 1940,Small Box,0.36,2010-04-21,2.463853240590168,4.024637149797281
2012-11-01,Low,44.0,192.33,0.01,Regular Air,48.54,Ken Lonsdale,Ontario,Ontario,Consumer,Office Supplies,Pens & Art Supplies,"Dixon Prang® Watercolor Pencils, 10-Color Set with Brush",Wrap Bag,0.44,2012-11-05,0.7884573603642702,1.6601310267496183
2010-04-11,High,25.0,1158.601,0.1,Regular Air,-155.298,Catherine Glotzbach,Alberta,West,Home Office,Technology,Telephones and Communication,Accessory28,Small Pack,0.83,2010-04-12,1.252762968495368,4.0428758138469085
2009-03-25,Low,47.0,193.63,0.05,Regular Air,-152.5245,Joe Kamberova,Ontario,Ontario,Small Business,Office Supplies,Binders and Binder Accessories,Ibico Presentation Index for Binding Systems,Small Box,0.38,2009-03-29,1.8341801851120072,1.6054298910365616
2009-12-02,Low,25.0,93.22,0.06,Regular Air,-15.37,Michelle Ellison,Ontario,Ontario,Home Office,Office Supplies,Rubber Bands,Rubber Band Ball,Wrap Bag,0.83,2009-12-09,0.6626879730752367,1.556037135706985
2012-02-17,High,4.0,76.8655,0.04,Express Air,-54.505,Craig Leslie,Alberta,West,Consumer,Technology,Telephones and Communication,Accessory21,Wrap Bag,0.37,2012-02-18,0.688134638736401,3.09058780456667
2009-11-25,Medium,49.0,848.92,0.04,Regular Air,296.06,Erin Creighton,Ontario,Ontario,Corporate,Technology,Computer Peripherals,"Maxell Pro 80 Minute CD-R, 10/Pack",Small Pack,0.45,2009-11-27,1.095273387402595,2.916689066213538
2010-06-23,High,18.0,740.49,0.1,Regular Air,88.9,Andy Gerbode,Saskachewan,Prarie,Consumer,Office Supplies,Storage & Organization,"SAFCO Mobile Desk Side File, Wire Frame",Small Box,0.39,2010-06-24,1.9768549529047348,3.7787201581137255
2011-08-20,Low,15.0,168.9,0.09,Express Air,-16.1907,Barry Pond,Yukon,Yukon,Consumer,Technology,Office Machines,Canon F603 Scientific Calculator,Medium Box,0.36,2011-08-27,1.979621206397625,2.3969857684155302
2009-10-01,High,5.0,248.3955,0.05,Regular Air,-260.348,Cathy Hwang,Ontario,Ontario,Home Office,Technology,Telephones and Communication,Accessory6,Small Pack,0.8,2009-10-01,1.791759469228055,4.0428758138469085
2009-01-28,Low,3.0,190.45,0.02,Regular Air,-44.05,Cindy Chapman,Yukon,Yukon,Corporate,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,Small Box,0.57,2009-02-06,1.6074359097634274,4.110545941560109
2009-05-21,Low,4.0,23.58,0.09,Regular Air,-2.87,Cyma Kinney,Alberta,West,Small Business,Office Supplies,Pens & Art Supplies,Avery Hi-Liter® Smear-Safe Highlighters,Wrap Bag,0.49,2009-05-25,0.6043159668533296,1.922787731634459
2009-11-14,Medium,8.0,473.7,0.05,Regular Air,72.51350000000001,Bryan Mills,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Binders and Binder Accessories,GBC Recycled Regency Composition Covers,Small Box,0.39,2009-11-15,2.423917378161571,4.107260787488647
2011-06-02,Medium,22.0,41.18,0.07,Regular Air,-0.64,Matthew Grinstein,Alberta,West,Small Business,Office Supplies,Rubber Bands,Staples Pushpins,Wrap Bag,0.5,2011-06-04,0.5822156198526637,1.0577902941478545
2010-06-10,Not Specified,14.0,323.11,0.0,Regular Air,41.5225,Steve Nguyen,Ontario,Ontario,Small Business,Office Supplies,Binders and Binder Accessories,Premium Transparent Presentation Covers by GBC,Small Box,0.37,2010-06-10,2.285438934159075,3.090132948975475
2010-09-13,Critical,21.0,101.13,0.02,Regular Air,-74.405,Fred Harton,British Columbia,West,Home Office,Office Supplies,Binders and Binder Accessories,"Avery® Durable Plastic 1"" Binders",Small Box,0.36,2010-09-14,1.9213246735826988,1.7119945007591926
2010-10-26,High,17.0,285.84,0.02,Regular Air,-27.255,Harold Engle,Prince Edward Island,Atlantic,Home Office,Office Supplies,Binders and Binder Accessories,Recycled Premium Regency Composition Covers,Small Box,0.36,2010-10-28,2.477378383367209,2.789937360574394
2011-03-09,Low,38.0,184.99,0.05,Regular Air,-144.55,Carl Ludwig,Nunavut,Nunavut,Corporate,Technology,Computer Peripherals,"Maxell 3.5"" DS/HD IBM-Formatted Diskettes, 10/Pack",Small Pack,0.66,2011-03-14,1.780024213009634,1.7732559976634952
2011-09-23,Low,17.0,48.24,0.09,Regular Air,-1.62,Bobby Trafton,Nova Scotia,Atlantic,Small Business,Office Supplies,Pens & Art Supplies,"Sanford Colorific Colored Pencils, 12/Box",Wrap Bag,0.55,2011-09-28,0.6981347220709844,1.355835153635182
2010-06-15,Medium,29.0,146.68,0.08,Regular Air,-8.326,Sung Chung,Alberta,West,Home Office,Office Supplies,Binders and Binder Accessories,"Wilson Jones 1"" Hanging DublLock® Ring Binders",Small Box,0.37,2010-06-15,1.3837912309017721,1.8373699804801074
2011-12-31,Not Specified,8.0,61.871500000000005,0.0,Regular Air,-50.325,Michelle Lonsdale,Nunavut,Nunavut,Home Office,Technology,Telephones and Communication,Bell Sonecor JB700 Caller ID,Medium Box,0.6,2012-01-03,1.7967470107390942,2.196112848483529
2009-06-11,Not Specified,14.0,481.4,0.04,Regular Air,150.72,Steve Nguyen,Ontario,Ontario,Small Business,Office Supplies,Paper,Xerox 1932,Small Box,0.38,2009-06-11,1.8066480817218056,3.5956670723917576
2009-09-11,Critical,37.0,558.77,0.03,Regular Air,-92.87,Helen Wasserman,Quebec,Quebec,Corporate,Office Supplies,Storage & Organization,Eldon® Gobal File Keepers,Small Box,0.81,2009-09-13,1.7101878155342436,2.7813006628418027
2011-09-28,High,20.0,596.56,0.04,Regular Air,60.7,Vivek Grady,Ontario,Ontario,Corporate,Technology,Computer Peripherals,Logitech Cordless Access Keyboard,Small Box,0.51,2011-09-28,1.8718021769015913,3.433664571799657
2011-03-27,Critical,41.0,136.45,0.1,Regular Air,-202.078,Rick Hansen,Saskachewan,Prarie,Home Office,Office Supplies,Binders and Binder Accessories,Cardinal Poly Pocket Divider Pockets for Ring Binders,Small Box,0.4,2011-03-29,1.9837562915454279,1.4724720573609429
2012-06-08,Not Specified,32.0,716.84,0.0,Regular Air,134.72,Carlos Daly,Nunavut,Nunavut,Home Office,Office Supplies,Appliances,Holmes HEPA Air Purifier,Medium Box,0.5,2012-06-09,1.937301774518713,3.1258829580190364
2010-05-20,Low,10.0,64.13,0.1,Regular Air,-28.9685,Mike Kennedy,Manitoba,Prarie,Corporate,Office Supplies,Binders and Binder Accessories,Wilson Jones® Four-Pocket Poly Binders,Small Box,0.36,2010-05-24,1.8357763546448291,2.020222182019865
2011-05-25,Critical,13.0,33.11,0.08,Regular Air,-35.96,Edward Nazzal,Ontario,Ontario,Home Office,Furniture,Office Furnishings,Eldon Pizzaz™ Desk Accessories,Small Pack,0.41,2011-05-27,1.7173950539391927,1.172482137234565
2010-12-03,Not Specified,15.0,94.84,0.01,Regular Air,-26.66,Helen Wasserman,Quebec,Quebec,Corporate,Office Supplies,Paper,Xerox 193,Small Box,0.36,2010-12-04,1.8164520818184267,1.943048916774281
2010-07-14,Not Specified,17.0,158.19,0.09,Regular Air,-75.22,Dorris Love,Quebec,Quebec,Home Office,Office Supplies,Storage & Organization,Staples File Caddy,Small Box,0.57,2010-07-15,2.1138429683971682,2.339880877737743
2009-01-16,Medium,35.0,503.75,0.0,Regular Air,16.46,Joe Elijah,Manitoba,Prarie,Home Office,Office Supplies,Storage & Organization,"Fellowes Personal Hanging Folder Files, Navy",Small Box,0.57,2009-01-17,1.8718021769015913,2.6693093727857793
2010-02-17,High,11.0,558.62,0.03,Regular Air,118.32,Justin Hirsh,Nova Scotia,Atlantic,Consumer,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,Small Box,0.56,2010-02-19,1.6074359097634274,3.9035875266070446
2009-05-25,Not Specified,24.0,113.23,0.06,Regular Air,-45.64,Mitch Webber,Quebec,Quebec,Corporate,Technology,Computer Peripherals,"Imation Primaris 3.5"" 2HD Unformatted Diskettes, 10/Pack",Small Pack,0.72,2009-05-26,1.220829921392359,1.752672080520008
2012-08-04,Not Specified,42.0,121.65,0.05,Regular Air,30.76,Ralph Kennedy,British Columbia,West,Corporate,Office Supplies,Labels,Avery 514,Small Box,0.36,2012-08-06,0.688134638736401,1.355835153635182
2009-11-29,High,31.0,180.7,0.1,Regular Air,-94.61,Dennis Kane,Quebec,Quebec,Small Business,Technology,Computer Peripherals,"Imation 3.5"" IBM-Formatted Diskettes, 10/Pack",Small Pack,0.68,2009-11-30,1.578978704949392,1.943048916774281
2009-01-21,Critical,34.0,335.59,0.04,Express Air,85.83,Harold Ryan,Ontario,Ontario,Home Office,Technology,Computer Peripherals,"Memorex Slim 80 Minute CD-R, 10/Pack",Small Pack,0.43,2009-01-22,1.095273387402595,2.377692565480851
2010-02-27,Low,2.0,13.3,0.09,Regular Air,-7.86,Sonia Sunley,British Columbia,West,Corporate,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,Small Box,0.38,2010-03-01,0.3987761199573678,2.1174596088673567
2011-03-27,Critical,24.0,121.81,0.05,Regular Air,-50.21,Rick Hansen,Saskachewan,Prarie,Home Office,Office Supplies,Paper,Xerox 190,Small Box,0.38,2011-03-28,1.7681496035889213,1.7884205679625405
2012-12-01,Not Specified,17.0,464.59,0.07,Regular Air,168.215,Sandra Glassco,Ontario,Ontario,Home Office,Office Supplies,Binders and Binder Accessories,Lock-Up Easel 'Spel-Binder',Small Box,0.38,2012-12-02,0.9122827104766162,3.3854066957558313
2010-03-07,Not Specified,37.0,281.59,0.07,Regular Air,-6.39,Max Engle,Quebec,Quebec,Corporate,Furniture,Office Furnishings,Staples Plastic Wall Frames,Small Box,0.41,2010-03-09,1.7833912195575383,2.192770226986839
2009-08-23,High,20.0,100.11,0.07,Regular Air,-41.7,Sally Knutson,British Columbia,West,Consumer,Office Supplies,Paper,Staples Copy Paper (20Lb. and 84 Bright),Small Box,0.38,2009-08-24,1.7404661748405044,1.7884205679625405
2009-08-28,Low,9.0,123.92,0.09,Regular Air,45.83,Matthew Clasen,Manitoba,Prarie,Consumer,Furniture,Office Furnishings,Coloredge Poster Frame,Wrap Bag,0.46,2009-09-01,1.840549633397487,2.7212954278522306
2012-11-12,Critical,49.0,103.03,0.07,Regular Air,-82.63,Benjamin Farhat,Yukon,Yukon,Home Office,Office Supplies,"Scissors, Rulers and Trimmers",Kleencut® Forged Office Shears by Acme United Corporation,Small Pack,0.55,2012-11-13,1.269760544863939,1.1249295969854831
2012-10-30,Low,28.0,31.2,0.09,Regular Air,-2.81,Erica Hernandez,Quebec,Quebec,Small Business,Office Supplies,Rubber Bands,OIC Thumb-Tacks,Wrap Bag,0.38,2012-11-03,0.5306282510621704,0.76080582903376
2009-11-30,Low,27.0,113.4,0.05,Express Air,-5.02,Kelly Lampkin,Ontario,Ontario,Home Office,Office Supplies,Rubber Bands,Advantus Map Pennant Flags and Round Head Tacks,Wrap Bag,0.53,2009-12-07,1.0986122886681096,1.599387576580599
2010-04-07,Critical,9.0,63.91,0.06,Regular Air,-27.78,Eric Murdock,Yukon,Yukon,Home Office,Office Supplies,Paper,Xerox 200,Small Box,0.37,2010-04-08,1.9947003132247452,2.012232791986386
2012-09-02,Not Specified,24.0,116.82,0.02,Regular Air,-42.05,Bill Donatelli,Ontario,Ontario,Corporate,Technology,Computer Peripherals,"Imation Primaris 3.5"" 2HD Unformatted Diskettes, 10/Pack",Small Pack,0.72,2012-09-03,1.220829921392359,1.752672080520008
2009-04-10,Not Specified,33.0,362.17,0.08,Regular Air,-83.96,Emily Phan,New Brunswick,Atlantic,Consumer,Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers,Medium Box,0.5,2009-04-13,2.0744289998562917,2.5416019934645457
2011-06-08,High,5.0,159.5,0.09,Regular Air,-57.98,Barry Blumstein,British Columbia,West,Small Business,Office Supplies,Storage & Organization,Fellowes Bankers Box™ Stor/Drawer® Steel Plus™,Small Box,0.75,2011-06-09,2.0438143640366846,3.495901317131453
2009-10-07,Not Specified,36.0,277.88,0.09,Regular Air,-64.41149999999999,Liz Price,Nova Scotia,Atlantic,Consumer,Office Supplies,Binders and Binder Accessories,GBC VeloBinder Strips,Small Box,0.35,2009-10-09,1.9685099809725544,2.1610215286722587
2010-09-04,Medium,10.0,278.1,0.09,Regular Air,68.102,Nora Pelletier,Manitoba,Prarie,Corporate,Office Supplies,Binders and Binder Accessories,Surelock™ Post Binders,Small Box,0.35,2010-09-06,1.3837912309017721,3.4518904959776733
2011-06-10,Medium,39.0,158.97,0.08,Regular Air,-30.268,Alan Hwang,Ontario,Ontario,Small Business,Office Supplies,Binders and Binder Accessories,Avery® Durable Slant Ring Binders With Label Holder,Small Box,0.37,2011-06-12,1.3837912309017721,1.6448050562713916
2010-03-13,Critical,42.0,670.65,0.08,Regular Air,41.66,Carl Weiss,Saskachewan,Prarie,Consumer,Office Supplies,Pens & Art Supplies,Boston 16701 Slimline Battery Pencil Sharpener,Small Pack,0.55,2010-03-14,1.864080130807681,2.8296776892239084
2011-12-22,High,42.0,116.94,0.06,Express Air,-10.01,Katherine Nockton,Ontario,Ontario,Corporate,Office Supplies,Pens & Art Supplies,Newell 318,Wrap Bag,0.59,2011-12-23,0.8109302162163288,1.3297240096314962
2010-02-24,High,5.0,186.5,0.04,Regular Air,4.160000000000011,Pauline Johnson,New Brunswick,Atlantic,Corporate,Office Supplies,Pens & Art Supplies,"Sanford Prismacolor® Professional Thick Lead Art Pencils, 36-Color Set",Wrap Bag,0.46,2010-02-25,1.6620303625532709,3.6490985841020915
2010-12-04,High,5.0,39.44,0.0,Regular Air,-0.943,Doug O'Connell,Ontario,Ontario,Small Business,Office Supplies,Binders and Binder Accessories,Wilson Jones DublLock® D-Ring Binders,Small Box,0.35,2010-12-06,1.3837912309017721,2.0476928433652555
2009-05-10,Low,23.0,753.75,0.1,Regular Air,31.17,Neil Knudson,Saskachewan,Prarie,Home Office,Office Supplies,Pens & Art Supplies,Hunt Boston® Vacuum Mount KS Pencil Sharpener,Small Box,0.59,2009-05-12,2.166765369851511,3.5832411220909393
2009-11-08,Critical,23.0,203.91,0.02,Regular Air,-35.443,Tony Molinari,British Columbia,West,Corporate,Office Supplies,Binders and Binder Accessories,Avery Printable Repositionable Plastic Tabs,Small Box,0.38,2009-11-10,1.9726911717329554,2.2617630984737906
2009-01-31,Not Specified,6.0,49.81,0.05,Regular Air,-16.95,Dave Brooks,Ontario,Ontario,Corporate,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Wrap Bag,0.36,2009-02-02,1.9213246735826988,2.1564025828159643
2011-03-20,Low,50.0,306.13,0.09,Express Air,87.601,Dianna Arnett,Nova Scotia,Atlantic,Home Office,Office Supplies,Binders and Binder Accessories,Avery Hanging File Binders,Small Box,0.39,2011-03-22,0.9122827104766162,1.943048916774281
2010-10-14,Critical,39.0,110.36,0.05,Regular Air,8.6,Joseph Airdo,Ontario,Ontario,Consumer,Office Supplies,Pens & Art Supplies,SANFORD Liquid Accent™ Tank-Style Highlighters,Wrap Bag,0.54,2010-10-16,0.6575200029167942,1.3454723665996355
2011-11-10,High,27.0,1154.89,0.03,Regular Air,66.36,Cindy Schnelling,Saskachewan,Prarie,Corporate,Technology,Computer Peripherals,Microsoft Office Keyboard,Small Box,0.64,2011-11-11,2.0149030205422647,3.7371933143924867
2011-08-18,High,10.0,59.62,0.04,Regular Air,-56.304,Yana Sorensen,British Columbia,West,Corporate,Office Supplies,Binders and Binder Accessories,3M Organizer Strips,Small Box,0.37,2011-08-20,2.172476407647025,1.8562979903656263
2009-07-21,Medium,40.0,1184.03,0.04,Regular Air,-20.79,Giulietta Weimer,British Columbia,West,Home Office,Technology,Computer Peripherals,Fellowes 17-key keypad for PS/2 interface,Small Box,0.75,2009-07-22,1.6094379124341003,3.4572626055951043
2011-12-05,High,13.0,66.83,0.0,Regular Air,23.16,Benjamin Venier,British Columbia,West,Small Business,Office Supplies,Paper,Rediform S.O.S. Phone Message Books,Wrap Bag,0.36,2011-12-06,0.5877866649021191,1.7884205679625405
2009-03-22,Medium,4.0,33.54,0.08,Regular Air,-29.49,Kelly Williams,Alberta,West,Corporate,Office Supplies,"Scissors, Rulers and Trimmers","Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",Small Pack,0.58,2009-03-24,2.2375130962503307,2.0592388343623163
2011-09-19,High,25.0,1119.91,0.08,Express Air,434.71,Jamie Frazer,Manitoba,Prarie,Small Business,Office Supplies,Paper,Xerox 1937,Small Box,0.37,2011-09-21,1.9154509415706047,3.892636291627956
2011-01-06,Medium,5.0,51.3,0.05,Express Air,-32.48,Ralph Arnett,Quebec,Quebec,Consumer,Office Supplies,Paper,"Array® Parchment Paper, Assorted Colors",Small Box,0.37,2011-01-07,2.4973291697865574,2.1138429683971682
2010-08-28,Medium,33.0,505.08,0.01,Regular Air,-56.9135,Joe Elijah,Manitoba,Prarie,Home Office,Office Supplies,Binders and Binder Accessories,Plastic Binding Combs,Small Box,0.38,2010-08-30,2.4096441652874536,2.7819200496686656
2012-07-20,Not Specified,39.0,85.66,0.04,Regular Air,6.67,Parhena Norris,Manitoba,Prarie,Home Office,Office Supplies,Rubber Bands,Stockwell Push Pins,Wrap Bag,0.52,2012-07-21,0.5766133643039938,1.1568811967920856
2010-01-02,Low,34.0,70.25,0.1,Regular Air,-133.06,Joni Blumstein,Ontario,Ontario,Home Office,Furniture,Office Furnishings,Eldon® Wave Desk Accessories,Small Box,0.43,2010-01-02,1.8453002361560848,1.1249295969854831
2012-07-07,Low,30.0,121.19,0.09,Express Air,-152.1335,Dave Hallsten,Ontario,Ontario,Corporate,Office Supplies,Binders and Binder Accessories,Avery Binder Labels,Small Box,0.37,2012-07-12,2.080690761080268,1.5871923034867808
2009-09-11,Critical,1.0,17.59,0.06,Express Air,10.85,Cindy Stewart,Yukon,Yukon,Corporate,Office Supplies,Labels,Avery 479,Small Box,0.39,2009-09-11,0.4054651081081644,1.2837077723447896
2011-04-20,High,24.0,67.84,0.07,Regular Air,13.44,Cindy Schnelling,Saskachewan,Prarie,Corporate,Office Supplies,Labels,Avery 474,Small Box,0.36,2011-04-22,0.688134638736401,1.355835153635182
2012-06-16,Critical,6.0,97.86,0.04,Regular Air,-21.09,Liz Price,British Columbia,West,Corporate,Furniture,Office Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt",Small Pack,0.39,2012-06-18,2.301584592660462,2.7713379403381286
2010-08-07,Critical,14.0,174.89,0.06,Regular Air,-37.04,Justin Hirsh,Quebec,Quebec,Consumer,Office Supplies,Storage & Organization,Eldon Simplefile® Box Office®,Medium Box,0.57,2010-08-09,1.9837562915454279,2.5982353350950036
2012-10-07,Not Specified,5.0,36.43,0.04,Regular Air,-22.04,William Brown,Saskachewan,Prarie,Corporate,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),Small Box,0.36,2012-10-09,2.0980179272527715,1.943048916774281
2012-05-08,Medium,4.0,26.41,0.05,Regular Air,-16.5255,Ruben Dartt,Alberta,West,Corporate,Office Supplies,Binders and Binder Accessories,Wilson Jones Impact Binders,Small Box,0.36,2012-05-10,1.9080599249242156,1.8213182714695995
2011-08-30,Medium,39.0,272.39,0.03,Express Air,-91.48,Ed Braxton,Manitoba,Prarie,Consumer,Office Supplies,Paper,Xerox 21,Small Box,0.37,2011-08-31,2.028148247292285,2.012232791986386
2010-01-03,High,23.0,128.52,0.06,Regular Air,42.8,Valerie Takahito,Manitoba,Prarie,Consumer,Office Supplies,Pens & Art Supplies,"Quartet Omega® Colored Chalk, 12/Pack",Wrap Bag,0.38,2010-01-04,0.6931471805599453,1.922787731634459
2011-05-21,Not Specified,47.0,202.64,0.03,Regular Air,28.75,Stefania Perrino,Nova Scotia,Atlantic,Corporate,Office Supplies,Pens & Art Supplies,Newell 31,Wrap Bag,0.57,2011-05-22,0.7747271675523681,1.635105659182678
2011-08-10,High,6.0,126.02,0.09,Regular Air,66.97,Jeremy Lonsdale,Northwest Territories,Northwest Territories,Corporate,Furniture,Office Furnishings,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",Small Pack,0.49,2011-08-11,2.0373166153791646,3.055886196373738
2010-11-24,High,25.0,161.72,0.09,Regular Air,-121.18,Kristen Hastings,Saskachewan,Prarie,Corporate,Office Supplies,Paper,Xerox 212,Small Box,0.37,2010-11-26,2.2407096892759584,2.012232791986386
2010-10-09,High,44.0,185.32,0.03,Regular Air,-192.56,Giulietta Weimer,Nova Scotia,Atlantic,Corporate,Furniture,Office Furnishings,"Eldon® Image Series Desk Accessories, Burgundy",Small Box,0.49,2010-10-10,2.0693912058263346,1.6448050562713916
2012-11-07,Not Specified,38.0,212.12,0.02,Regular Air,-93.78,Steve Chapman,Manitoba,Prarie,Corporate,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),Small Box,0.4,2012-11-08,1.8961194845522977,1.8373699804801074
2010-05-27,Critical,14.0,195.12,0.0,Regular Air,-6.32,Randy Bradley,Saskachewan,Prarie,Corporate,Office Supplies,Storage & Organization,"Tenex Personal Project File with Scoop Front Design, Black",Small Box,0.59,2010-05-28,1.706564623164823,2.6727683869575705
2010-07-21,High,13.0,278.5,0.1,Regular Air,-6.23,Annie Thurman,Ontario,Ontario,Home Office,Office Supplies,Pens & Art Supplies,Boston 16801 Nautilus™ Battery Pencil Sharpener,Small Pack,0.59,2010-07-22,1.8764069432883397,3.1359289040472746
2011-10-09,Critical,4.0,198.72,0.01,Express Air,-34.43,Khloe Miller,British Columbia,West,Consumer,Furniture,Office Furnishings,Dana Halogen Swing-Arm Architect Lamp,Large Box,0.57,2011-10-10,2.7376090033437546,3.7369550773454994
2011-01-22,Critical,5.0,21.56,0.0,Regular Air,2.75,Thomas Thornton,Yukon,Yukon,Consumer,Office Supplies,Labels,Avery 506,Small Box,0.39,2011-01-24,0.4054651081081644,1.635105659182678
2012-12-03,Low,8.0,464.66,0.04,Regular Air,219.02,George Bell,Ontario,Ontario,Corporate,Furniture,Office Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro® Back, 8-1/2x11, 25/Bx",Small Box,0.54,2012-12-08,2.761906873892921,4.020698022053802
2011-06-22,Critical,32.0,546.01,0.01,Regular Air,133.5605,Saphhira Shifley,Saskachewan,Prarie,Consumer,Office Supplies,Binders and Binder Accessories,GBC Poly Designer Binding Covers,Small Box,0.36,2011-06-23,1.8050046959780757,2.8758219768814333
2009-10-07,High,2.0,154.94,0.09,Regular Air,-358.43,Ken Lonsdale,Manitoba,Prarie,Consumer,Technology,Computer Peripherals,Micro Innovations Media Access Pro Keyboard,Small Box,0.76,2009-10-09,1.6094379124341003,4.363226005210164
2012-06-30,High,18.0,78.93,0.04,Regular Air,-88.6075,Michelle Arnett,British Columbia,West,Home Office,Office Supplies,Binders and Binder Accessories,Avery Binder Labels,Small Box,0.37,2012-07-01,2.080690761080268,1.5871923034867808
2011-11-29,Medium,25.0,41.87,0.05,Regular Air,-25.52,David Bremer,British Columbia,West,Corporate,Office Supplies,Pens & Art Supplies,Newell 323,Wrap Bag,0.59,2011-12-01,0.9439058989071285,0.9858167945227653
2009-04-11,Not Specified,7.0,355.97,0.03,Regular Air,-4.459999999999994,Brad Eason,Ontario,Ontario,Small Business,Office Supplies,Paper,14-7/8 x 11 Blue Bar Computer Printout Paper,Small Box,0.37,2009-04-13,3.0440461338325413,3.892636291627956
2010-07-03,Critical,24.0,870.48,0.07,Regular Air,104.37,Sara Luxemburg,Yukon,Yukon,Small Business,Office Supplies,Pens & Art Supplies,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",Wrap Bag,0.41,2010-07-06,2.7006898466959175,3.6256733782101436
2009-09-02,Critical,38.0,65.12,0.07,Regular Air,1.42,Amy Cox,Ontario,Ontario,Small Business,Office Supplies,Pens & Art Supplies,Prang Dustless Chalk Sticks,Wrap Bag,0.35,2009-09-03,0.6931471805599453,0.9858167945227653
2010-12-28,Critical,7.0,201.36,0.0,Delivery Truck,-284.4,Liz Willingham,Nova Scotia,Atlantic,Home Office,Office Supplies,Storage & Organization,"Tennsco Lockers, Gray",Jumbo Drum,0.78,2010-12-29,3.9895394478559743,3.090132948975475
